rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,borough
4350,3.0,1,1100,2,2.0,106,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3500,1.0,1,731,1,3.0,96,1,0,1,0,0,0,0,0,Williamsburg,Brooklyn
5100,3.0,2,1300,3,3.0,96,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2650,0.0,1,444,3,2.0,16,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
1575,1.0,1,775,2,2.0,27,1,0,1,1,1,0,0,1,Coney Island,Brooklyn
1800,1.0,1,700,3,3.0,112,0,0,0,0,0,0,0,0,Sunset Park,Brooklyn
4583,4.0,2,1000,6,4.0,96,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
5800,2.0,2,1372,6,9.0,10,0,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
2149,1.0,1,825,5,16.0,52,1,0,0,0,0,0,0,0,Coney Island,Brooklyn
1800,1.0,1,850,9,1.0,55,0,0,0,1,0,0,0,0,Kensington,Brooklyn
5200,3.0,2,1400,1,4.0,96,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
2475,0.0,1,402,1,30.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
2999,0.0,1,820,3,4.0,85,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1800,1.0,1,650,5,1.0,91,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
2875,0.0,1,648,8,1.0,3,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4100,2.5,2,1650,8,7.0,117,0,0,0,0,0,0,0,0,Greenpoint,Brooklyn
1825,1.0,1,806,8,2.0,86,1,0,0,0,0,0,0,0,Bay Ridge,Brooklyn
3150,2.0,2,1300,10,5.0,1,0,0,0,0,0,0,0,0,Manhattan Beach,Brooklyn
6250,3.0,3,1900,2,2.0,86,0,0,0,0,0,0,0,0,Clinton Hill,Brooklyn
3485,2.0,1,1200,8,1.0,11,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
2300,1.0,1,500,11,3.0,96,0,0,0,0,0,0,0,0,Red Hook,Brooklyn
3100,1.0,1,722,2,12.0,89,0,1,1,1,1,1,0,1,Fort Greene,Brooklyn
3025,2.0,1,800,2,2.0,86,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2200,0.0,1,444,1,12.0,9,0,1,1,0,1,1,0,0,Downtown Brooklyn,Brooklyn
4033,2.0,2,830,2,5.0,5,0,0,1,0,0,0,0,0,Williamsburg,Brooklyn
1500,0.0,1,300,3,6.0,90,0,0,0,1,1,0,0,0,Crown Heights,Brooklyn
3595,1.0,1,675,1,6.0,106,1,0,0,0,0,0,0,0,Brooklyn Heights,Brooklyn
2300,2.0,1,650,3,2.0,106,1,0,0,0,0,0,0,0,Greenwood,Brooklyn
3210,1.0,1,646,2,6.0,5,0,0,0,0,0,1,0,0,Williamsburg,Brooklyn
4200,4.0,1,1850,5,2.0,85,0,0,0,0,0,0,0,0,Fort Greene,Brooklyn
3999,2.0,2,1200,1,21.0,3,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
1650,1.0,1,713,11,3.0,55,1,0,0,0,0,0,0,0,Sheepshead Bay,Brooklyn
3671,0.0,1,569,5,5.0,1,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
2125,2.0,1,1157,7,7.0,56,1,0,0,0,0,0,0,0,Brighton Beach,Brooklyn
2625,0.0,1,472,6,4.0,2,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2200,2.0,1,800,4,3.0,101,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
1675,2.0,1,900,14,7.0,50,0,0,0,0,0,0,0,0,East Flatbush,Brooklyn
2000,2.0,1,1139,7,5.0,56,1,0,0,0,0,0,0,0,Brighton Beach,Brooklyn
2450,0.0,1,441,2,2.0,5,0,0,0,1,0,0,0,0,Williamsburg,Brooklyn
2000,2.0,1,800,2,3.0,91,0,0,0,0,0,0,0,0,East Flatbush,Brooklyn
4245,1.0,1,762,4,2.0,106,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3350,3.0,1,1000,3,2.0,85,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2550,1.5,1,800,8,4.0,95,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
1450,0.0,1,450,4,4.0,85,0,0,0,0,1,0,0,0,Kensington,Brooklyn
3000,2.0,2,950,7,5.0,7,0,1,1,1,1,1,0,1,Bedford-Stuyvesant,Brooklyn
1971,1.0,1,845,2,16.0,52,1,0,0,0,0,0,0,0,Coney Island,Brooklyn
3434,3.0,2,1175,4,2.0,9,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
3500,2.0,2,950,5,4.0,8,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4200,2.0,2,1126,3,4.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2650,1.0,1,634,8,4.0,143,1,0,0,0,0,0,0,0,Fort Greene,Brooklyn
2500,2.0,2,1150,6,4.0,3,0,0,0,0,0,0,0,0,Coney Island,Brooklyn
5250,2.0,2,1135,7,7.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
12000,3.0,2,2093,1,52.0,3,0,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
2350,3.0,1,1200,3,2.0,111,0,0,0,0,0,0,0,0,Prospect Lefferts Gardens,Brooklyn
2550,1.0,1,650,4,3.0,11,0,1,1,1,1,1,0,1,Clinton Hill,Brooklyn
3490,1.0,1,578,1,26.0,17,1,0,0,0,0,0,0,0,Brooklyn Heights,Brooklyn
2891,1.0,1,665,7,3.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2685,1.0,1,800,3,2.0,85,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4200,3.0,2,1000,2,3.0,10,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2000,3.0,2,1200,13,7.0,50,0,0,0,0,0,0,0,0,East Flatbush,Brooklyn
4500,2.0,2,1000,8,2.0,117,0,0,0,0,0,0,0,0,Columbia St Waterfront District,Brooklyn
2950,2.0,2,870,8,1.0,12,0,0,0,0,0,0,0,0,Greenwood,Brooklyn
4354,1.0,1,924,3,7.0,7,1,1,0,1,1,0,1,1,DUMBO,Brooklyn
3300,1.0,1,735,8,1.0,3,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3695,1.0,1,813,5,8.0,6,0,0,0,0,0,0,0,1,Williamsburg,Brooklyn
5195,3.0,1,950,5,3.0,89,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3595,1.0,1,706,1,30.0,17,1,0,0,0,0,0,0,0,Brooklyn Heights,Brooklyn
3200,1.0,1,815,6,6.0,88,0,0,0,0,0,0,0,0,Brooklyn Heights,Brooklyn
2995,2.0,1,850,2,2.0,11,1,0,0,0,0,1,0,0,Bushwick,Brooklyn
2850,1.0,1,800,2,4.0,86,0,0,0,0,0,0,0,0,Prospect Heights,Brooklyn
2075,2.0,1,1146,11,2.0,55,1,0,0,0,0,0,0,0,Sheepshead Bay,Brooklyn
1725,1.0,1,650,2,3.0,88,1,0,0,0,0,0,0,0,Ocean Parkway,Brooklyn
2200,1.0,1,400,6,4.0,96,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
1550,1.0,1,725,2,2.0,92,0,0,0,0,0,0,0,0,Sheepshead Bay,Brooklyn
2750,1.0,1,650,4,4.0,96,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
2500,1.0,1,1000,2,1.0,96,0,0,0,0,0,0,0,0,Carroll Gardens,Brooklyn
4050,1.0,1,805,3,2.0,116,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
3200,2.0,1,1000,5,3.0,58,0,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
2800,3.0,1,1000,1,2.0,85,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2495,2.0,1,900,5,7.0,57,0,0,0,0,0,0,0,0,Brighton Beach,Brooklyn
2665,0.0,1,503,1,33.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
4500,5.0,2,1600,6,1.0,85,1,0,0,0,0,0,0,0,Bushwick,Brooklyn
3825,2.0,1,822,1,18.0,5,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
3400,1.0,1,717,8,4.0,3,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2745,1.0,1,750,10,7.0,3,1,0,0,0,0,0,0,0,Clinton Hill,Brooklyn
9495,2.0,2,2000,1,22.0,10,0,0,1,1,1,0,0,0,DUMBO,Brooklyn
2550,1.0,1,700,9,2.0,96,0,0,0,0,0,0,0,0,Carroll Gardens,Brooklyn
2395,3.0,1,950,4,3.0,109,1,0,0,0,0,0,0,0,Bushwick,Brooklyn
2300,0.0,1,500,13,2.0,116,1,0,0,0,0,0,0,0,Cobble Hill,Brooklyn
4750,2.0,1,1200,2,1.0,10,0,0,0,0,1,0,0,0,Carroll Gardens,Brooklyn
2500,3.0,1,1200,3,4.0,106,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
3525,3.0,2,1800,11,1.0,117,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
2600,0.0,1,492,2,2.0,5,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3400,2.0,1,800,8,4.0,15,0,0,1,0,1,1,0,0,Williamsburg,Brooklyn
2215,0.0,1,550,7,8.0,6,0,1,1,1,1,1,0,1,Downtown Brooklyn,Brooklyn
5100,3.0,1,1350,4,5.0,90,0,0,0,0,0,0,0,0,Brooklyn Heights,Brooklyn
3300,3.0,1,975,7,3.0,116,0,0,0,0,0,0,0,0,Carroll Gardens,Brooklyn
2800,1.5,1,800,4,4.0,96,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
5210,2.0,1,888,5,5.0,114,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
2300,1.0,1,450,6,4.0,96,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
2600,2.0,2,1100,3,7.0,91,0,0,0,0,0,0,0,0,Sheepshead Bay,Brooklyn
4750,2.0,2,1327,4,9.0,86,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
4303,2.0,1,797,7,7.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
5300,2.0,1,1175,4,4.0,112,0,0,0,0,0,0,0,0,DUMBO,Brooklyn
2050,2.0,1,785,6,3.0,85,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
4995,1.0,1,1293,5,6.0,100,0,1,0,0,0,1,0,0,DUMBO,Brooklyn
2350,1.0,1,800,3,4.0,0,1,0,0,0,0,0,0,0,Prospect Lefferts Gardens,Brooklyn
3450,1.0,1,800,6,6.0,88,0,0,1,1,1,1,0,1,Brooklyn Heights,Brooklyn
4250,2.0,2,985,6,2.0,11,0,1,1,1,1,0,0,1,Williamsburg,Brooklyn
2400,2.0,2,750,4,3.0,96,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
2735,0.0,1,503,1,26.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
2500,0.0,1,525,7,2.0,66,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
2750,2.0,1,875,4,2.0,3,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3200,2.0,1,1000,6,2.0,117,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
4075,2.0,1,1037,3,2.0,7,1,1,1,1,1,1,0,1,DUMBO,Brooklyn
2150,1.0,1,650,2,3.0,85,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
6500,3.0,2,1398,5,21.0,6,1,1,0,1,1,1,0,1,Williamsburg,Brooklyn
3100,1.0,1,722,2,11.0,89,0,0,1,0,1,1,0,0,Fort Greene,Brooklyn
2995,2.0,1,850,2,2.0,11,1,0,0,0,0,1,0,0,Bushwick,Brooklyn
2350,2.0,1,750,2,3.0,86,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3450,0.0,1,875,3,3.0,7,1,1,0,1,1,0,0,1,Williamsburg,Brooklyn
4400,2.0,1,1200,3,7.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2250,2.0,2,1138,3,2.0,88,1,0,0,0,0,0,0,0,Gravesend,Brooklyn
2800,2.0,0,775,3,2.0,88,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3299,0.0,1,710,3,4.0,85,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4800,2.0,2,1337,6,27.0,11,0,1,0,1,1,1,0,0,Downtown Brooklyn,Brooklyn
2250,2.0,1,605,8,5.0,7,0,1,0,1,1,1,0,1,Crown Heights,Brooklyn
3300,2.0,1,753,3,4.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3400,2.0,1,800,5,1.0,117,0,0,0,0,0,0,0,0,Fort Greene,Brooklyn
2100,1.0,1,650,1,3.0,85,0,0,0,0,0,0,0,0,Greenpoint,Brooklyn
3349,2.5,1,1000,3,1.0,106,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
3900,2.0,2,900,3,2.0,116,1,0,0,0,0,0,0,0,Boerum Hill,Brooklyn
2800,3.0,1,1200,8,4.0,62,0,0,0,0,0,0,0,0,Greenpoint,Brooklyn
3650,3.0,1,1500,3,2.0,110,0,0,0,0,0,0,0,0,Prospect Heights,Brooklyn
2891,1.0,1,665,7,3.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3500,2.0,2,900,5,4.0,8,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4200,2.0,2,1128,3,4.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2815,0.0,1,505,1,46.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
3896,2.0,1,841,7,7.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2800,2.0,1,900,8,2.0,88,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2750,3.0,2,1500,7,3.0,11,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
2900,1.0,1,662,1,22.0,9,0,0,1,1,0,1,1,1,Downtown Brooklyn,Brooklyn
4100,2.5,2,1400,8,7.0,117,0,0,0,0,0,0,0,0,Greenpoint,Brooklyn
2995,2.0,1,850,2,2.0,11,1,0,0,1,0,0,0,0,Bushwick,Brooklyn
1650,1.5,1,750,7,2.0,88,0,0,0,0,0,0,0,0,Red Hook,Brooklyn
3495,1.0,1,675,1,41.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
3950,2.0,2,986,2,21.0,6,0,1,0,1,1,1,0,1,Fort Greene,Brooklyn
4000,3.0,1,1000,2,3.0,86,1,0,0,0,0,0,0,0,Prospect Heights,Brooklyn
4995,2.0,2,1029,3,3.0,7,1,0,1,0,1,0,0,0,Williamsburg,Brooklyn
3175,1.0,1,618,1,34.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
3414,0.0,1,492,5,3.0,1,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
3500,2.0,1,850,2,1.0,106,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4250,2.0,1,1000,4,1.0,85,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2000,1.0,1,650,3,3.0,85,0,0,0,0,0,0,0,0,Bushwick,Brooklyn
2850,3.0,2,1500,7,3.0,11,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
2800,1.0,1,850,6,3.0,5,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3000,1.0,1,709,6,17.0,11,0,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
1800,1.0,1,650,5,2.0,96,0,0,0,0,0,0,0,0,Windsor Terrace,Brooklyn
2800,1.0,1,637,3,3.0,6,1,0,0,1,1,0,0,1,DUMBO,Brooklyn
2675,0.0,1,700,1,3.0,106,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3100,1.0,1,950,2,1.0,7,1,0,0,0,0,0,0,0,Greenpoint,Brooklyn
3000,2.0,1,800,6,5.0,111,1,0,0,0,0,0,0,0,Greenpoint,Brooklyn
2300,0.0,1,510,13,2.0,116,1,0,0,0,0,0,0,0,Cobble Hill,Brooklyn
2995,1.0,1,557,1,4.0,10,0,1,0,0,0,0,0,0,DUMBO,Brooklyn
3758,2.0,1,875,8,4.0,4,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
9000,2.0,4,3000,3,5.0,106,0,0,1,1,1,1,0,1,Williamsburg,Brooklyn
2600,1.0,1,710,5,3.0,96,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
2850,0.0,1,602,5,8.0,6,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3100,1.0,1,750,2,3.0,52,0,0,1,0,0,1,0,0,Brooklyn Heights,Brooklyn
4350,3.0,1,1100,2,2.0,106,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
5250,2.0,2,1135,7,7.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2580,0.0,1,473,5,4.0,11,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
1675,1.0,1,753,5,2.0,58,1,0,0,0,0,0,0,0,Gravesend,Brooklyn
2600,1.0,1,582,4,3.0,12,0,1,0,1,1,0,0,1,Park Slope,Brooklyn
3450,1.0,1,683,3,3.0,7,1,0,1,0,0,1,0,0,Williamsburg,Brooklyn
2995,2.0,1,850,2,2.0,11,1,0,0,0,0,1,0,0,Bushwick,Brooklyn
4024,1.0,1,836,6,2.0,106,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
4100,1.0,1,806,4,7.0,6,0,1,0,0,1,0,0,0,DUMBO,Brooklyn
2850,2.0,1,750,4,1.0,116,0,0,0,0,0,0,0,0,Gowanus,Brooklyn
4400,2.0,1,878,6,3.0,8,1,0,0,0,1,0,0,0,Williamsburg,Brooklyn
3400,2.0,1,800,8,2.0,15,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2850,2.0,1,900,6,1.0,85,0,0,0,0,1,0,0,0,Park Slope,Brooklyn
5995,2.0,2,1153,1,44.0,3,0,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
5262,2.0,2,1188,8,1.0,3,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3950,3.0,2,1209,4,10.0,8,0,0,1,0,0,1,0,1,Greenwood,Brooklyn
16000,3.0,3,2499,6,3.0,0,0,0,0,0,0,0,0,0,DUMBO,Brooklyn
6600,2.0,2,1218,0,5.0,116,0,0,0,0,0,0,0,0,Brooklyn Heights,Brooklyn
2650,1.0,1,600,3,5.0,106,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
5600,2.0,1,1494,6,3.0,106,1,1,0,1,1,1,0,0,DUMBO,Brooklyn
3450,1.0,1,739,2,4.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2699,3.0,1,900,5,1.0,106,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
3500,1.0,1,966,3,1.0,114,0,0,1,0,0,0,0,0,Prospect Heights,Brooklyn
4300,2.0,2,1088,7,11.0,5,1,0,0,0,0,0,0,0,Carroll Gardens,Brooklyn
2950,2.0,1,850,5,3.0,11,1,0,0,0,0,0,0,0,Greenpoint,Brooklyn
2400,2.0,1,800,4,3.0,85,1,0,0,0,0,0,0,0,Bushwick,Brooklyn
2118,1.0,1,550,9,4.0,111,0,0,0,0,0,0,0,0,Clinton Hill,Brooklyn
2900,3.0,1,1162,2,23.0,52,0,0,0,1,1,1,1,1,Coney Island,Brooklyn
3600,2.0,1,1000,7,2.0,106,0,0,0,0,0,0,0,0,Brooklyn Heights,Brooklyn
3300,4.0,2,1000,8,2.0,85,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
2499,3.0,1,1200,0,2.0,106,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
3600,2.0,2,984,4,5.0,86,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
2750,2.0,1,900,4,2.0,6,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2500,1.0,1,500,2,1.0,49,1,0,0,0,0,0,0,0,Brooklyn Heights,Brooklyn
2300,1.0,1,700,4,5.0,85,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3337,1.0,1,677,6,2.0,2,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2800,1.0,1,750,11,3.0,58,0,0,0,0,0,0,0,0,Clinton Hill,Brooklyn
3050,1.0,1,670,3,7.0,2,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
2720,0.0,1,503,1,27.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
3595,1.0,1,730,1,17.0,5,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
2500,2.0,1,900,3,4.0,96,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2940,1.0,1,700,7,2.0,2,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2550,1.5,1,750,8,4.0,95,1,0,0,0,0,0,0,0,Park Slope,Brooklyn
3675,2.0,1,1000,3,1.0,111,1,0,1,0,1,1,0,0,Boerum Hill,Brooklyn
3100,0.0,1,800,2,1.0,9,0,1,0,1,0,0,0,1,Williamsburg,Brooklyn
3450,1.0,1,700,9,2.0,87,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
5000,3.0,2,1000,3,1.0,88,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3117,1.0,1,740,8,1.0,116,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2600,2.0,1,725,5,3.0,66,1,0,0,0,0,0,0,0,Bushwick,Brooklyn
2800,2.0,1,900,4,8.0,5,1,0,1,0,0,0,0,0,Ditmas Park,Brooklyn
3050,1.0,1,689,2,6.0,90,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
2200,2.0,1,900,2,4.0,86,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
11500,4.0,3,3243,2,41.0,89,0,0,0,0,0,0,0,0,Fort Greene,Brooklyn
2680,0.0,1,510,3,4.0,7,1,0,0,0,1,1,0,0,Williamsburg,Brooklyn
3350,3.0,1,1200,3,3.0,86,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
4500,4.5,2,2000,8,1.0,85,1,0,0,0,0,0,0,0,Bushwick,Brooklyn
3100,2.5,1,950,7,3.0,96,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
3099,2.0,1,750,3,7.0,8,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4200,1.0,1,895,6,6.0,5,0,0,0,0,0,0,1,0,Williamsburg,Brooklyn
2474,2.0,1,1267,2,4.0,52,1,0,0,0,0,0,0,0,Coney Island,Brooklyn
8500,3.0,3,2500,4,1.0,7,0,1,0,1,1,0,0,1,Park Slope,Brooklyn
3650,1.0,1,662,3,7.0,16,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
1590,0.0,1,350,3,1.0,96,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1675,1.0,1,788,6,4.0,59,1,1,0,1,1,0,0,1,Gravesend,Brooklyn
3595,1.0,1,932,7,2.0,11,0,0,0,1,1,1,0,1,Williamsburg,Brooklyn
6426,2.0,2,963,5,3.0,1,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
2050,2.0,1,985,3,6.0,59,1,0,0,0,0,0,0,0,Gravesend,Brooklyn
2150,0.0,1,687,1,3.0,11,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2745,2.0,1,800,3,2.0,116,1,0,0,0,0,1,0,0,Williamsburg,Brooklyn
3500,1.0,1,1135,4,1.0,86,0,0,1,1,1,1,0,0,Bedford-Stuyvesant,Brooklyn
5999,2.0,2,1110,5,17.0,8,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3300,1.0,1,781,2,4.0,10,1,0,0,1,1,0,0,0,Clinton Hill,Brooklyn
2123,1.0,1,751,6,32.0,89,1,0,0,0,0,0,0,0,Flatbush,Brooklyn
3500,2.0,1,900,9,2.0,131,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
2250,0.0,1,500,13,1.0,116,1,0,0,0,0,0,0,0,Cobble Hill,Brooklyn
3680,1.0,1,618,1,33.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
2445,0.0,1,470,1,50.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
5699,3.0,2,1232,2,6.0,10,1,0,0,0,0,0,0,0,Clinton Hill,Brooklyn
5860,2.0,2,1072,3,1.0,116,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
2450,0.0,1,441,2,2.0,5,0,0,0,1,0,0,0,0,Williamsburg,Brooklyn
1400,1.0,1,650,2,3.0,82,0,0,0,0,0,0,0,0,Flatbush,Brooklyn
3170,1.0,1,590,1,21.0,17,1,0,0,0,0,0,0,0,Brooklyn Heights,Brooklyn
3350,2.5,1,850,8,3.0,96,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
4650,2.0,2,1056,6,7.0,6,1,0,0,1,0,0,0,0,Williamsburg,Brooklyn
1850,1.0,1,790,4,2.0,85,0,0,0,0,0,0,0,0,Ditmas Park,Brooklyn
4495,2.0,1,1000,2,8.0,10,1,0,0,1,1,0,1,0,Carroll Gardens,Brooklyn
3400,1.0,1,654,2,6.0,5,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1500,1.0,1,700,6,2.0,60,0,1,1,1,1,1,0,1,Ocean Parkway,Brooklyn
5000,2.0,1,1006,8,6.0,3,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
5295,3.0,1,1100,5,2.0,1,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4500,3.0,2,1000,2,3.0,106,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1900,2.0,1,700,5,1.0,106,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
1800,1.0,1,650,13,2.0,117,0,0,0,0,0,0,0,0,Fort Greene,Brooklyn
4100,1.0,1,878,1,2.0,4,1,0,0,0,1,0,0,0,Williamsburg,Brooklyn
2000,0.0,1,450,43,2.0,107,1,0,0,0,0,0,0,0,Bushwick,Brooklyn
3465,0.0,1,785,8,6.0,106,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2195,0.0,1,900,3,4.0,85,0,0,0,0,0,0,0,0,Boerum Hill,Brooklyn
2650,0.0,1,490,5,17.0,8,0,1,0,1,1,0,0,0,Williamsburg,Brooklyn
1695,1.0,1,798,4,1.0,59,1,0,0,0,0,0,0,0,Gravesend,Brooklyn
3700,2.0,1,990,6,1.0,5,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
4000,2.0,1,1566,9,2.0,91,0,0,0,0,0,0,0,0,Fort Greene,Brooklyn
2850,2.0,1,800,7,2.0,96,1,0,0,0,0,0,0,0,Park Slope,Brooklyn
3400,3.0,2,1500,4,1.0,85,1,0,0,0,0,0,0,0,Bushwick,Brooklyn
1850,0.0,1,700,2,3.0,106,0,0,0,0,0,0,0,0,Crown Heights,Brooklyn
7250,3.0,2,1613,0,4.0,5,0,1,1,0,0,0,0,0,Carroll Gardens,Brooklyn
2891,1.0,1,604,7,3.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4190,2.0,2,976,1,8.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
3300,2.5,1,900,8,4.0,143,0,0,0,0,0,0,0,0,Fort Greene,Brooklyn
